Step,"field=3,degree=1",,,"field=3,degree=2",,,"field=3,degree=3",,,"field=3,degree=4",,,"field=3,degree=5",,,"field=3,degree=6",,
1703,2.450243473,,,2.136621475,,,2.19087863,,,2.174281597,,,2.284021854,,,2.707831621,,
1704,2.493832111,,,1.930577874,,,1.612426639,,,1.739672542,,,2.145999908,,,2.011472702,,
1705,1.897232056,,,1.850739717,,,1.623627186,,,1.405023098,,,1.529167175,,,1.622008324,,
1706,2.132581949,,,2.135960579,,,2.169848204,,,1.765320063,,,1.90344131,,,2.239055157,,
1707,2.086589813,,,2.148655176,,,2.168953657,,,2.247489929,,,1.984171629,,,2.313473225,,
1708,2.049516678,,,2.156294107,,,2.45609498,,,2.253796577,,,2.018891335,,,2.137403011,,
1709,1.724697113,,,1.79871583,,,1.65223074,,,1.795128584,,,1.548951268,,,1.74211812,,
1710,1.424488544,,,1.496837974,,,1.29476428,,,1.08924675,,,0.939133227,,,1.143474579,,
1711,1.451052785,,,1.469947338,,,1.393704653,,,1.439676523,,,1.329686522,,,1.656492352,,
1712,1.720290303,,,1.549534559,,,1.362734795,,,1.561972141,,,1.408784986,,,1.599680424,,
1713,1.704930067,,,1.635261774,,,1.389432073,,,1.434700966,,,1.373605728,,,1.409163237,,
1714,1.438054442,,,1.314745545,,,1.120302916,,,1.259962082,,,1.065146327,,,1.098377109,,
1715,1.194511533,,,0.824978709,,,0.667184234,,,0.673828602,,,0.563501477,,,0.560432673,,
1716,1.246526599,,,0.988251567,,,0.978304505,,,0.933947921,,,0.895109415,,,0.839020133,,
1717,1.338610888,,,0.902304649,,,1.04803896,,,0.888254881,,,0.943085492,,,0.927052855,,
1718,1.248082757,,,0.876151681,,,0.922832847,,,0.820226789,,,0.859431386,,,0.75545758,,
1719,1.485648155,,,0.711533725,,,0.808529496,,,0.606369138,,,0.569205165,,,0.429997683,,
1720,1.360215425,,,0.580421209,,,0.49745217,,,0.27680108,,,0.323441863,,,0,,
1721,1.353636622,,,0.7107898,,,0.816045046,,,0.620223284,,,0.622794092,,,0.445733368,,
1722,1.520663023,,,0.741232634,,,0.811956286,,,0.712947488,,,0.862076521,,,0.749261141,,
1723,1.611826301,,,0.947151423,,,0.931947708,,,0.815438151,,,0.825351715,,,0.875393987,,
1724,1.71867919,,,1.174557686,,,1.084050059,,,1.160420299,,,0.887182474,,,0.839308619,,
1725,1.532967329,,,0.983781457,,,0.980241418,,,0.942093909,,,0.780809522,,,0.74174124,,
1726,2.178087711,,,1.549693584,,,1.546596527,,,1.389839411,,,1.301389813,,,1.405863285,,
1727,2.079525709,,,1.849971294,,,1.728483319,,,1.621651888,,,1.742278814,,,1.767768621,,
1728,1.976095796,,,1.822574615,,,1.685556769,,,1.626516819,,,1.743283987,,,1.885586619,,
1729,2.00752449,,,1.944391012,,,1.702479601,,,1.655770302,,,1.550569296,,,1.703447104,,
1730,1.982896328,,,1.82713294,,,1.559239149,,,1.474138379,,,1.197232842,,,1.140895009,,
1731,2.062502623,,,2.139882088,,,2.446142912,,,2.045205116,,,2.112062693,,,2.191848993,,
1732,2.564358234,,,1.85245657,,,2.074942589,,,2.443129301,,,2.479708672,,,3.238751888,,
1733,3.073232651,,,2.222258568,,,2.365605593,,,2.309036493,,,2.872159243,,,3.13572073,,
1734,2.582055569,,,2.08876586,,,2.12953496,,,2.359109163,,,2.200588465,,,2.520663738,,
1735,2.446233749,,,2.300085545,,,2.207079887,,,1.749855042,,,2.194254398,,,2.124996662,,
1736,2.079363585,,,1.901729941,,,1.888337612,,,1.595906615,,,1.773977637,,,1.768315792,,
1737,2.37942028,,,2.060032845,,,2.106681347,,,2.004043341,,,2.214370251,,,2.422027826,,
1738,2.363033772,,,2.141613722,,,2.209283352,,,2.614257574,,,2.383606434,,,2.739656448,,
1739,2.086675882,,,2.237817049,,,2.311327219,,,2.438191175,,,2.30732584,,,2.23994565,,
1740,2.080468655,,,2.238625288,,,1.774144173,,,1.930171132,,,1.865303755,,,1.963770628,,
1741,1.465304017,,,1.419451118,,,1.602971554,,,1.47450912,,,1.280220151,,,1.138760805,,
1742,1.588733673,,,1.509825945,,,1.405287385,,,1.403125763,,,1.385284901,,,1.607253075,,
1743,1.46324122,,,1.625043869,,,1.503421783,,,1.323110819,,,1.471086264,,,1.607279778,,
1744,1.484118223,,,1.431117296,,,1.562230587,,,1.550650001,,,1.721046686,,,1.68365705,,
1745,1.49813056,,,1.161449909,,,1.031862617,,,1.193494916,,,1.128273964,,,1.052721143,,
1746,1.346671224,,,1.092380881,,,0.909829199,,,0.858931482,,,0.775534153,,,0.554204345,,
1747,1.622204065,,,0.963641465,,,0.965454876,,,0.998737037,,,0.940999508,,,0.803521872,,
1748,1.462611198,,,1.08028841,,,0.965403795,,,0.90240258,,,0.915753663,,,1.008700013,,
1749,1.440149069,,,0.902398944,,,1.017850399,,,0.880387425,,,0.947392225,,,0.798451543,,
1750,1.618833303,,,0.951178491,,,0.866112173,,,0.73573494,,,0.736403346,,,0.57910955,,
1751,1.385579824,,,0.568261743,,,0.515090287,,,0.350025207,,,0.363806605,,,0,,
1752,1.998002052,,,1.14452517,,,0.982592821,,,0.841056406,,,0.969792545,,,0.697828948,,
1753,1.774644375,,,1.23863554,,,1.160638452,,,1.099584818,,,1.080347419,,,0.995542586,,
1754,1.784553051,,,1.141698599,,,1.134336472,,,1.011430502,,,1.132534266,,,1.004157305,,
1755,1.805586576,,,1.278379917,,,1.125453353,,,1.052992105,,,1.039339423,,,0.794345677,,
1756,1.560189486,,,1.098281384,,,0.968416154,,,0.905374408,,,0.601123333,,,0.499026448,,
1757,1.673771858,,,1.443964601,,,1.22312808,,,1.322870016,,,1.277570248,,,1.294519186,,
1758,1.371468306,,,1.559511185,,,1.640999675,,,1.462893486,,,1.540056705,,,1.82905674,,
1759,1.732268095,,,1.565476894,,,1.511881232,,,1.473017573,,,1.456530809,,,1.978998899,,
1760,1.692993641,,,1.680465579,,,1.664874077,,,1.51006937,,,1.503982782,,,1.475530028,,
1761,1.746885657,,,1.514393806,,,1.425478816,,,1.397282124,,,1.237184405,,,1.303861976,,
1762,1.64863348,,,1.621456265,,,1.518468618,,,1.554263234,,,1.743920803,,,1.47933507,,
1763,1.880784988,,,1.644626379,,,2.213402033,,,1.936048508,,,2.068339586,,,2.319809675,,
1764,1.929745555,,,2.01601553,,,1.944506407,,,2.029997587,,,2.115149021,,,1.936241627,,
1765,1.980728626,,,2.141317129,,,2.082616329,,,2.574790716,,,2.309864283,,,2.275334358,,
1766,2.135184288,,,1.854646325,,,1.657915235,,,1.514294505,,,1.788648605,,,1.854107261,,
1767,2.825920105,,,2.858970881,,,2.837497711,,,3.234838247,,,3.058125973,,,3.55704546,,
1768,3.496283054,,,3.688237429,,,2.70310688,,,2.805987358,,,2.93409586,,,3.511700869,,
1769,3.339006424,,,3.398701191,,,3.551081181,,,2.520044327,,,3.219167948,,,3.27404356,,
1770,2.961576939,,,2.839933872,,,2.807275057,,,2.794833899,,,3.432090759,,,3.237661362,,
1771,2.523886204,,,2.40833497,,,2.397493362,,,2.321167469,,,2.458259344,,,2.530892134,,
1772,2.851725817,,,2.186483145,,,2.299778938,,,2.057525635,,,1.92406559,,,1.935869575,,
1773,2.661483049,,,2.51960206,,,2.135724068,,,2.209587574,,,2.527824879,,,2.642604113,,
1774,2.383496284,,,2.134605169,,,2.017240047,,,2.086823463,,,2.099157572,,,2.066039562,,
1775,1.842628121,,,1.727856874,,,1.766021013,,,1.783110738,,,1.861854792,,,1.836096048,,
1776,1.873530984,,,1.565708399,,,1.540031791,,,1.499739408,,,1.359120011,,,1.310048461,,
1777,1.487185478,,,1.399255753,,,1.112205267,,,1.017867684,,,0.874527574,,,0.782382607,,
1778,1.662335634,,,1.279320478,,,1.272713184,,,1.254478455,,,1.100076079,,,1.371926904,,
1779,1.631486893,,,1.27755034,,,1.081719637,,,1.122705698,,,1.027142167,,,1.107591748,,
1780,1.42052114,,,0.966232359,,,0.889965892,,,0.695348859,,,0.851779521,,,0.674855649,,
1781,1.541501522,,,0.715683162,,,0.778254211,,,0.620811701,,,0.598622024,,,0.357833743,,
1782,1.292914271,,,0.476919293,,,0.573479652,,,0.349699557,,,0.347601831,,,0,,
1783,1.2805264,,,0.666215181,,,0.685097694,,,0.509663582,,,0.516492426,,,0.375289321,,
1784,1.317568183,,,0.749618411,,,0.84041214,,,0.64381814,,,0.685227156,,,0.569528222,,
1785,1.193227053,,,0.67537725,,,0.691369414,,,0.66161561,,,0.606759906,,,0.591392517,,
1786,1.240504265,,,0.822315097,,,0.803952396,,,0.695120454,,,0.674469411,,,0.571693659,,
1787,1.075677872,,,0.807243228,,,0.665153205,,,0.65790689,,,0.574660778,,,0.418151915,,
1788,1.149010301,,,0.951808751,,,0.878892303,,,0.976837993,,,0.77949506,,,0.87215209,,
1789,1.082518101,,,1.177212715,,,1.142972231,,,1.139856577,,,1.073206425,,,1.233087778,,
1790,1.228732109,,,1.027705193,,,1.205989122,,,1.287925005,,,1.097468138,,,1.272940397,,
1791,1.263190031,,,1.304256558,,,1.389781475,,,1.253279924,,,1.127535105,,,1.394693136,,
1792,1.237724662,,,1.091411829,,,1.18000555,,,1.036366463,,,0.921706021,,,0.797540069,,
1793,1.447284937,,,1.472829103,,,1.410310745,,,1.407636285,,,1.521692634,,,1.687459707,,
1794,1.697268248,,,1.614488363,,,1.726845503,,,1.804960489,,,1.673968077,,,1.839437246,,
1795,1.66001749,,,1.758111477,,,1.694566965,,,1.855237007,,,2.007050753,,,2.806697369,,
1796,1.866871119,,,1.769251347,,,1.477216244,,,1.573481798,,,1.837391257,,,1.963172078,,
1797,1.803343058,,,1.675064564,,,1.490220189,,,1.463802934,,,1.279417276,,,1.505359173,,
1798,4.344738483,,,5.454478264,,,3.489628315,,,4.981108189,,,5.496819496,,,4.5374403,,
1799,4.92109108,,,3.91106534,,,3.24788928,,,5.045733452,,,4.901967525,,,3.535724878,,
1800,4.286461353,,,4.94190836,,,3.893965483,,,3.651706457,,,4.548418045,,,4.057653904,,
1801,3.78311491,,,3.12291503,,,4.249762058,,,3.790328264,,,4.092918873,,,3.559144735,,
1802,3.184746742,,,3.277521849,,,3.395987988,,,3.346639395,,,2.767605305,,,2.987966537,,
1803,2.41703105,,,2.710644007,,,2.416192532,,,2.089089155,,,2.136847734,,,2.532628059,,
1804,2.172254086,,,2.348479748,,,2.465586662,,,2.321357489,,,1.928042412,,,2.45443964,,
1805,2.013042212,,,2.120360374,,,2.124660492,,,2.204549313,,,2.345743418,,,2.145954847,,
1806,1.975975752,,,1.721134663,,,1.795187235,,,1.745338202,,,1.791074991,,,1.498556733,,
1807,1.68312335,,,1.429078341,,,1.392512798,,,1.299829245,,,1.241842985,,,1.248223543,,
1808,1.391882539,,,1.022783756,,,1.015377879,,,0.854340851,,,0.75194627,,,0.695273817,,
1809,1.379077435,,,1.060939312,,,0.935658038,,,0.860964894,,,0.694698453,,,0.669401705,,
1810,1.214191794,,,0.872802615,,,0.891866684,,,0.775344491,,,0.975455761,,,0.727558851,,
1811,1.179815054,,,0.723301589,,,0.623869061,,,0.531584859,,,0.606434166,,,0.498291612,,
1812,1.216677904,,,0.639658451,,,0.576364219,,,0.499657989,,,0.459391057,,,0.319910944,,
1813,1.025995016,,,0.465167701,,,0.453915119,,,0.270721078,,,0.256323218,,,0,,
1814,1.205417871,,,0.6134606,,,0.602107286,,,0.447493792,,,0.490325272,,,0.312332004,,
1815,1.108706594,,,0.643209696,,,0.735391438,,,0.587224722,,,0.636857927,,,0.537390947,,
1816,1.185587645,,,0.755305529,,,0.630314469,,,0.705319524,,,0.78619051,,,0.742578506,,
1817,1.150045872,,,0.703778803,,,0.724458814,,,0.782376409,,,0.813879609,,,0.625339746,,
1818,1.098989964,,,0.858874917,,,0.623813391,,,0.632541597,,,0.534868419,,,0.389617354,,
1819,1.368480206,,,1.258329749,,,1.217299223,,,1.221117616,,,1.068975091,,,1.112457037,,
1820,1.27943325,,,1.051301122,,,1.193207264,,,1.189218521,,,1.082623243,,,1.058482766,,
1821,1.300082207,,,1.183357239,,,1.284347296,,,1.620801091,,,1.293180227,,,1.493558407,,
1822,1.524452925,,,1.38751483,,,1.316921234,,,1.321369529,,,1.387511611,,,1.449627399,,
1823,1.420297503,,,1.383506417,,,1.133600354,,,1.08325851,,,0.950906992,,,1.139380574,,
1824,1.666950226,,,1.612135172,,,1.227285266,,,1.856349945,,,1.54816103,,,1.659089565,,
1825,1.685886621,,,1.642647505,,,1.703544855,,,1.561687946,,,1.941763163,,,2.410060406,,
1826,1.69278264,,,2.047977924,,,1.991171718,,,2.4834795,,,2.442450523,,,3.129032612,,
1827,2.045890093,,,1.851282358,,,1.963425517,,,2.045566797,,,2.490160227,,,2.862876177,,
1828,2.459912777,,,2.132754326,,,1.850538611,,,2.033152819,,,2.082973003,,,1.556009054,,
1829,3.827457905,,,3.768237114,,,3.137323856,,,3.095739603,,,2.36732173,,,3.385670424,,
1830,3.108934641,,,2.97923255,,,3.080536127,,,3.097893715,,,2.755683422,,,3.087590933,,
1831,2.656394243,,,3.326361418,,,2.517471313,,,2.730071783,,,2.890158176,,,2.797896624,,
1832,2.328577042,,,2.645831823,,,2.428447485,,,2.614807129,,,2.485964775,,,2.768911362,,
1833,2.031364918,,,1.94533217,,,1.972079277,,,1.929616213,,,1.957922101,,,1.971160173,,
1834,1.745369077,,,1.722306967,,,1.642859221,,,1.508794546,,,1.67963779,,,1.396767616,,
1835,1.537369847,,,1.645765305,,,1.566614389,,,1.546465516,,,1.426427603,,,1.481438279,,
1836,1.588019252,,,1.441643834,,,1.419310927,,,1.414629459,,,1.449863672,,,1.324728608,,
1837,1.406447411,,,1.327848792,,,1.113522172,,,1.30222559,,,1.119510174,,,1.412639737,,
1838,1.225474358,,,1.236036539,,,0.930728197,,,0.881667435,,,0.906089365,,,0.943915844,,
1839,1.142155528,,,0.984664679,,,0.723139346,,,0.84568727,,,0.580925584,,,0.503475487,,
1840,1.30839324,,,1.135795712,,,0.880219758,,,0.929248333,,,0.784766018,,,0.766704857,,
1841,1.093863606,,,0.772436142,,,0.650123715,,,0.649641752,,,0.774573088,,,0.616259813,,
1842,1.104902506,,,0.693720222,,,0.640834808,,,0.577885509,,,0.566451788,,,0.602798045,,
1843,1.128711462,,,0.59846139,,,0.649404347,,,0.538681269,,,0.513988018,,,0.347240686,,
1844,0.952374816,,,0.413065702,,,0.455850869,,,0.267802477,,,0.238892615,,,0,,
1845,1.151278377,,,0.789943933,,,0.71508646,,,0.579916775,,,0.654931664,,,0.460879534,,
1846,1.191942692,,,0.911028385,,,0.760168314,,,0.762630224,,,0.677958965,,,0.571557641,,
1847,1.191224456,,,0.730853081,,,0.822700441,,,0.715001643,,,0.729963839,,,0.653682232,,
1848,1.28621769,,,0.79765743,,,0.822268128,,,0.822974145,,,0.779939353,,,0.704327822,,
1849,1.340598345,,,0.863947928,,,0.661073029,,,0.745771289,,,0.475409031,,,0.523832619,,
1850,1.441044807,,,1.001050591,,,1.015071392,,,1.110593319,,,0.852817416,,,0.899805725,,
1851,1.489019394,,,1.07987082,,,1.095282555,,,1.169065714,,,1.117458224,,,1.164374709,,
1852,1.39568162,,,1.226045012,,,1.488706589,,,1.573089361,,,1.509883642,,,1.603842139,,
1853,1.785439253,,,1.716071844,,,1.791618586,,,1.855523348,,,2.029497623,,,1.454462767,,
1854,1.546620131,,,1.479429007,,,1.407687187,,,1.405821443,,,1.25472796,,,1.116866827,,
1855,1.587823153,,,1.7040627,,,1.714654446,,,1.60366106,,,1.452908754,,,1.585743666,,
1856,1.858022928,,,1.91257298,,,2.034347057,,,1.846581697,,,2.520089149,,,2.729064465,,
1857,2.557361841,,,2.491334915,,,1.977210522,,,2.270212173,,,2.12782383,,,2.686848164,,
1858,2.459213972,,,2.135419369,,,2.162654638,,,1.946056843,,,2.32414484,,,2.538731813,,
1859,2.180556297,,,2.01103878,,,1.884107709,,,1.93392086,,,2.124275446,,,2.218784094,,
1860,2.818087339,,,2.860444546,,,2.330479622,,,2.58254528,,,2.611406088,,,2.578153372,,
1861,2.43379426,,,2.342185974,,,2.584814787,,,2.43913269,,,2.640025854,,,2.404938459,,
1862,2.060249567,,,2.267973661,,,2.418221712,,,2.046811581,,,2.49372673,,,2.79030633,,
1863,2.004215002,,,1.858067036,,,1.77646184,,,1.947010994,,,2.171709538,,,2.247793674,,
1864,1.642452717,,,1.429786682,,,1.582515121,,,1.505270123,,,1.482326627,,,1.788010359,,
1865,1.404092431,,,1.284132242,,,1.328189969,,,1.135018229,,,1.151800513,,,1.055274844,,
1866,1.613382339,,,1.483500004,,,1.542673349,,,1.501806617,,,1.601700544,,,1.883093119,,
1867,1.402377844,,,1.291556358,,,1.226471901,,,1.160400271,,,1.197203755,,,1.345494866,,
1868,1.267416239,,,1.155960321,,,1.097409725,,,1.166146994,,,1.145178676,,,1.394363403,,
1869,1.183222055,,,0.956415713,,,0.9535743,,,0.977668166,,,0.977698028,,,0.821643949,,
1870,1.048181653,,,0.766833305,,,0.622221589,,,0.657487273,,,0.705471635,,,0.532326341,,
1871,1.281637907,,,0.918040872,,,0.957479358,,,0.88016367,,,0.843577743,,,0.795164466,,
1872,1.380046725,,,0.847605884,,,0.746155798,,,0.90512532,,,0.867455363,,,0.689499736,,
1873,1.254621029,,,0.650874197,,,0.831334829,,,0.556949139,,,0.649552226,,,0.551833451,,
1874,1.275219798,,,0.76047039,,,0.840467572,,,0.607866764,,,0.586403787,,,0.504000306,,
1875,1.207547903,,,0.574158251,,,0.550177932,,,0.285857558,,,0.340464085,,,0,,
1876,1.279804945,,,0.727528453,,,0.744504929,,,0.564672947,,,0.592380464,,,0.440562576,,
1877,1.442536116,,,0.875865102,,,0.913998246,,,0.715097189,,,0.779740989,,,0.684727132,,
1878,1.414640188,,,0.877581,,,0.959429502,,,0.844741166,,,0.910706222,,,0.89998138,,
1879,1.320440054,,,1.088734865,,,0.954733133,,,1.06712234,,,0.872664213,,,0.733194053,,
1880,1.502400875,,,1.15044415,,,0.917604208,,,1.077055216,,,0.616859198,,,0.658813953,,
1881,1.592626452,,,1.23175621,,,1.076963663,,,1.123429775,,,1.056113243,,,0.894809961,,
1882,1.45224154,,,1.434843183,,,1.510543585,,,1.601770997,,,1.364406586,,,1.337719202,,
1883,1.548726559,,,1.63016665,,,1.320519328,,,1.601922035,,,1.461921215,,,1.555193424,,
1884,1.612240791,,,1.481751561,,,1.578912854,,,1.393756747,,,1.619184136,,,1.152151346,,
1885,1.496240973,,,1.516428709,,,1.286048651,,,1.261604071,,,1.306407094,,,0.898056388,,
1886,1.870298862,,,1.952864885,,,1.758004427,,,1.553150415,,,1.447338223,,,1.625256658,,
1887,1.924774528,,,2.076729059,,,1.967070699,,,2.047997475,,,1.871187091,,,1.963248253,,
1888,2.537679672,,,2.24190402,,,2.300601244,,,2.39908576,,,2.35090661,,,2.908687592,,
1889,2.474135876,,,2.552056551,,,2.13579917,,,2.285384178,,,2.185034752,,,2.205792189,,
1890,2.652019978,,,2.211656809,,,2.099762201,,,2.078704357,,,2.248427629,,,2.177285671,,
1891,2.353818178,,,2.105318546,,,1.99843204,,,2.053828955,,,2.284567356,,,2.263976574,,
1892,2.523826122,,,2.301119328,,,2.436077118,,,2.033193111,,,2.343132496,,,2.769212246,,
1893,2.212204456,,,2.203431368,,,2.400091648,,,1.892985106,,,2.162364721,,,2.302809954,,
1894,1.915715337,,,2.133619547,,,1.929379702,,,2.203840256,,,2.290351152,,,2.304487705,,
1895,1.835417509,,,1.890986204,,,1.847648144,,,2.143923998,,,1.76987803,,,1.635331035,,
1896,1.618915677,,,1.450861812,,,1.645273328,,,1.500101924,,,1.329322577,,,1.190263391,,
1897,1.529084921,,,1.522392988,,,1.57799089,,,1.817737103,,,1.263733387,,,1.308953404,,
1898,1.472676516,,,1.313409925,,,1.428945065,,,1.343947768,,,1.520449281,,,1.662042618,,
1899,1.25342381,,,1.383982182,,,1.241088152,,,1.108319402,,,1.242646217,,,1.209221363,,
1900,1.280267477,,,1.148121238,,,0.997599602,,,1.068656445,,,0.969896257,,,0.766557395,,
1901,1.356093168,,,1.101447821,,,0.884749949,,,0.87859118,,,0.911539435,,,0.760802984,,
1902,1.317188978,,,1.037395597,,,0.951619625,,,1.019558191,,,0.89817965,,,0.856402934,,
1903,1.37362957,,,0.854000568,,,0.862368703,,,0.878469825,,,0.894586086,,,0.875385046,,
1904,1.19518292,,,0.78028661,,,0.78883636,,,0.671436787,,,0.709942639,,,0.659114182,,
1905,1.306870222,,,0.646470904,,,0.670964599,,,0.503282189,,,0.522291183,,,0.329887271,,
1906,1.223221898,,,0.538316905,,,0.464637637,,,0.260700285,,,0.266404331,,,0,,
1907,1.241615295,,,0.666331649,,,0.732135534,,,0.520767033,,,0.588707089,,,0.412628829,,
1908,1.348496556,,,0.851097941,,,0.94545579,,,0.821052313,,,0.927299738,,,0.826358795,,
1909,1.3349998,,,0.970993042,,,1.129658818,,,0.87319541,,,0.852717638,,,0.983394265,,
1910,1.370546579,,,0.841456532,,,0.795289457,,,0.859955311,,,0.740163505,,,0.663199365,,
1911,1.207609177,,,0.845500112,,,0.755694747,,,0.754708886,,,0.621378303,,,0.499516249,,
1912,1.306473374,,,1.153582096,,,0.949652791,,,0.943036973,,,0.896427989,,,0.943181753,,
1913,1.52238524,,,1.187364817,,,1.287474155,,,1.279644489,,,1.32705307,,,1.302330017,,
1914,1.695054531,,,1.665568113,,,1.766304493,,,1.594775081,,,1.717157722,,,1.962940454,,
1915,1.694030166,,,1.801268935,,,1.743181705,,,1.756954193,,,1.610902429,,,1.593005657,,
1916,1.82115519,,,1.570557475,,,1.614793777,,,1.398987651,,,1.328064084,,,1.187821269,,
1917,1.765258789,,,2.046382666,,,1.990400672,,,1.706356645,,,1.802172184,,,1.98780334,,
1918,1.976173401,,,2.208582878,,,2.233515739,,,2.168378592,,,1.929321289,,,2.545661449,,
1919,2.244892597,,,2.493505001,,,2.461724281,,,2.50442028,,,2.495496988,,,2.740823507,,
1920,2.783445835,,,2.666633129,,,2.989920378,,,3.250963211,,,2.596469402,,,3.213591576,,
1921,2.343170166,,,2.136211157,,,2.219554901,,,2.472438097,,,2.255522966,,,1.84617877,,
1922,2.775085449,,,2.413738728,,,2.21072793,,,2.395870209,,,2.320188284,,,2.275974274,,
1923,3.220366955,,,2.47641468,,,2.607738972,,,2.459805012,,,2.561966419,,,2.927262068,,
1924,2.48299098,,,2.675750732,,,2.868910313,,,2.388260841,,,2.768783808,,,2.580560684,,
1925,2.042759895,,,2.405333042,,,2.212944508,,,1.906692743,,,2.123340845,,,2.42382288,,
1926,1.876328468,,,2.464273453,,,1.924701452,,,1.815716982,,,2.369353294,,,2.121920824,,
1927,1.74799335,,,1.951056004,,,1.760748267,,,1.775207758,,,1.474979162,,,1.549946308,,
1928,1.530984998,,,1.864901185,,,1.631784797,,,1.629308462,,,1.59352994,,,1.376109481,,
1929,1.696634054,,,1.543965816,,,1.272290826,,,1.525547028,,,2.009409904,,,1.770939589,,
1930,1.40235436,,,1.274547219,,,1.307167053,,,1.427956104,,,1.241230965,,,1.464998126,,
1931,1.542491078,,,1.141152143,,,1.103684187,,,1.111047268,,,1.033530951,,,0.977548838,,
1932,1.223741889,,,0.95692718,,,0.788621962,,,0.832895815,,,0.599963188,,,0.46323663,,
1933,1.226842761,,,0.898134351,,,1.006759882,,,0.793952167,,,0.743177891,,,0.703905642,,
1934,1.31511116,,,0.727659404,,,0.7787534,,,0.84313488,,,0.785662293,,,0.761363268,,
1935,1.337961078,,,0.792156398,,,0.789721787,,,0.69603467,,,0.845631719,,,0.606298208,,
1936,1.182258844,,,0.617736161,,,0.643888831,,,0.589960575,,,0.57173574,,,0.384877264,,
1937,1.041252971,,,0.533898652,,,0.559098959,,,0.296094894,,,0.335836321,,,0,,
1938,1.074109316,,,0.698434234,,,0.679598808,,,0.49221009,,,0.59850657,,,0.42150721,,
1939,1.201705337,,,0.770349145,,,0.950898051,,,0.877292395,,,0.918457687,,,0.840022087,,
1940,1.404202461,,,1.188737273,,,1.236615539,,,1.158896446,,,1.000305772,,,1.11720264,,
1941,1.299993038,,,1.052990198,,,1.091495991,,,0.957148552,,,0.813632309,,,0.765525937,,
1942,1.369796753,,,0.993686318,,,0.803669453,,,0.892645419,,,0.614084065,,,0.586615622,,
1943,1.434013844,,,1.2923944,,,1.166548371,,,1.082563519,,,0.994421422,,,0.978473067,,
1944,1.402987599,,,1.375562549,,,1.185693145,,,1.252475142,,,1.343910933,,,1.299547434,,
1945,1.456837416,,,1.362254381,,,1.453039408,,,1.549142838,,,1.450575471,,,1.437842369,,
1946,1.760477066,,,1.805918455,,,1.733830452,,,1.768089771,,,1.624954939,,,1.716912389,,
1947,1.547380924,,,1.574977875,,,1.372802973,,,1.281324744,,,1.570376635,,,1.349987984,,
1948,2.053018332,,,2.101204634,,,1.991411209,,,2.080687046,,,2.151898384,,,2.138906717,,
1949,2.142245054,,,2.317985058,,,2.199797392,,,2.360999584,,,2.499723196,,,2.713398457,,
1950,2.052716494,,,2.156252861,,,2.661969185,,,2.321538925,,,2.449714661,,,2.804116249,,
1951,2.429308891,,,2.690642357,,,2.44022274,,,2.080252647,,,2.315380335,,,2.562630892,,
1952,2.378192425,,,2.247144222,,,2.01962924,,,2.029443264,,,2.026631594,,,2.023934603,,
1953,2.487907171,,,2.276117325,,,2.371054173,,,2.512890816,,,2.111410141,,,1.999823451,,
1954,2.790175438,,,2.888359308,,,2.819619894,,,2.831279516,,,2.487668753,,,2.998602867,,
1955,2.424919128,,,2.900339842,,,2.557352066,,,2.449121237,,,2.982666016,,,3.615149975,,
1956,1.902644396,,,2.171397448,,,1.998323798,,,2.059695244,,,2.358567238,,,2.647129059,,
1957,1.85732007,,,1.96088028,,,1.831380844,,,1.990218639,,,1.894304037,,,1.788533926,,
1958,1.5988276,,,1.55826807,,,1.372516155,,,1.276215911,,,1.235910654,,,1.056189179,,
1959,1.474593639,,,1.640677929,,,1.342908621,,,1.425260186,,,1.411881328,,,1.247134447,,
1960,1.533873558,,,1.555251837,,,1.30493021,,,1.647773981,,,1.696021795,,,1.602135301,,
1961,1.363099813,,,1.363756061,,,1.312988758,,,1.423197508,,,1.38982594,,,1.306691647,,
1962,1.197667956,,,1.170632482,,,1.057705879,,,1.055114865,,,0.926983595,,,0.910886288,,
1963,1.30515027,,,0.861053586,,,0.956800461,,,0.892717361,,,0.624278545,,,0.636812568,,
1964,1.158527613,,,0.932933688,,,0.93729949,,,0.930125177,,,0.897641063,,,0.815869808,,
1965,1.183962226,,,0.975626707,,,1.101769567,,,0.921710074,,,0.886393189,,,0.804997504,,
1966,1.514017224,,,1.061383247,,,1.052398324,,,0.909460425,,,0.89097327,,,0.841851354,,
1967,1.108960152,,,0.869345903,,,0.690361261,,,0.529891849,,,0.562989295,,,0.352231145,,
1968,1.194546223,,,0.55792582,,,0.475899637,,,0.257693678,,,0.286076188,,,0,,
1969,1.12991786,,,0.707906008,,,0.729673028,,,0.550076187,,,0.582881987,,,0.362634987,,
1970,1.115897417,,,0.857236743,,,0.797164857,,,0.677884877,,,0.801590502,,,0.684207261,,
1971,1.202458501,,,1.008600473,,,0.917934895,,,0.858108401,,,0.908745766,,,1.018558025,,
1972,1.632983923,,,1.239181042,,,1.215882778,,,1.115322351,,,1.073348522,,,1.105579257,,
1973,1.300323367,,,1.057307363,,,0.785245538,,,0.882758558,,,0.686367512,,,0.615379691,,
1974,1.354940653,,,1.196454048,,,1.181715727,,,1.128110647,,,1.225514174,,,1.152613044,,
1975,1.347156286,,,1.416723251,,,1.366209745,,,1.384704828,,,1.366889954,,,1.428766608,,
